Hour,Messages
2006-11-10T13,3
2006-11-10T14,7
2006-11-10T15,4
2006-11-10T16,6
2006-11-11T09,3
2006-11-11T10,6
2006-11-11T11,3
2006-11-11T13,6
2006-11-12T09,5
2006-11-12T10,4
2006-11-12T11,6
2006-11-12T12,9
2006-11-12T13,4
2006-11-12T14,2
2006-11-12T17,6
2006-11-13T07,11
2006-11-13T08,2
2006-11-13T09,8
2006-11-13T10,3
2006-11-13T11,4
2006-11-13T13,6
2006-11-13T14,6
2006-11-13T15,5
2006-11-13T16,4
2006-11-13T17,3
2006-11-14T06,1
2006-11-14T07,12
2006-11-14T08,3
2006-11-14T09,2
2006-11-14T10,3
2006-11-14T12,3
2006-11-14T13,6
2006-11-14T15,6
2006-11-15T06,9
2006-11-15T08,6
2006-11-15T09,6
2006-11-15T13,3
2006-11-15T15,3
2006-11-15T16,6
2006-11-15T17,2
2006-11-16T07,1
2006-11-16T08,3
2006-11-16T09,6
2006-11-16T10,6
2006-11-16T11,1
2006-11-16T12,3
2006-11-16T13,3
2006-11-16T14,4
2006-11-16T15,6
2006-11-16T16,3
2006-11-16T17,1
2006-11-17T06,3
2006-11-17T08,6
2006-11-17T11,36
2006-11-17T13,3
2006-11-17T14,1
2006-11-17T15,5
2006-11-17T17,6
2006-11-18T06,6
2006-11-18T09,6
2006-11-18T11,3
2006-11-18T12,6
2006-11-18T13,3
2006-11-18T15,9
2006-11-18T17,3
2006-11-19T06,6
2006-11-19T07,12
2006-11-19T12,6
2006-11-19T14,3
2006-11-19T16,3
2006-11-20T06,1
2006-11-20T07,2
2006-11-20T09,3
2006-11-20T10,3
2006-11-20T12,3
2006-11-20T13,3
2006-11-20T14,3
2006-11-20T15,3
2006-11-20T16,3
2006-11-21T08,3
2006-11-21T09,3
2006-11-21T10,3
2006-11-21T11,3
2006-11-21T12,3
2006-11-21T13,3
2006-11-21T14,6
2006-11-21T17,3
2006-11-22T06,3
2006-11-22T09,3
2006-11-22T10,6
2006-11-22T13,3
2006-11-22T15,3
2006-11-22T17,3
2006-11-23T06,3
2006-11-23T08,6
2006-11-23T09,9
2006-11-23T10,3
2006-11-23T12,6
2006-11-23T15,3
2006-11-23T17,3
2006-11-24T06,6
2006-11-24T10,6
2006-11-24T14,3
2006-11-25T06,3
2006-11-25T08,3
2006-11-25T10,3
2006-11-25T11,3
2006-11-25T12,4
2006-11-25T15,3
2006-11-25T17,3
2006-11-26T07,3
2006-11-26T08,3
2006-11-26T09,5
2006-11-26T14,3
2006-11-26T15,12
2006-11-26T16,3
2006-11-26T17,3
2006-11-27T07,3
2006-11-27T08,3
2006-11-27T09,5
2006-11-27T10,4
2006-11-27T11,3
2006-11-27T12,3
2006-11-27T15,9
2006-11-27T16,3
2006-11-28T08,3
2006-11-28T09,6
2006-11-28T10,3
2006-11-28T11,3
2006-11-28T12,3
2006-11-28T13,6
2006-11-28T14,6
2006-11-29T07,3
2006-11-29T08,5
2006-11-29T12,3
2006-11-29T16,5
2006-11-30T06,3
2006-11-30T08,3
2006-11-30T10,3
2006-11-30T13,9
2006-11-30T16,3
2006-12-01T07,3
2006-12-01T09,8
2006-12-01T10,2
2006-12-01T13,3
2006-12-01T16,18
2006-12-02T07,1
2006-12-02T08,8
2006-12-02T10,9
2006-12-02T11,6
2006-12-02T15,6
2006-12-02T17,3
2006-12-03T07,3
2006-12-03T10,6
2006-12-03T11,6
2006-12-03T13,3
2006-12-03T14,3
2006-12-03T16,3
2006-12-04T07,9
2006-12-04T09,6
2006-12-04T10,6
2006-12-04T11,3
2006-12-04T14,3
2006-12-04T16,6
2006-12-04T17,9
2006-12-05T08,3
2006-12-05T09,3
2006-12-05T11,6
2006-12-05T13,3
2006-12-05T14,3
2006-12-05T16,6
2006-12-05T17,1
2006-12-06T06,3
2006-12-06T07,8
2006-12-06T09,3
2006-12-06T10,4
2006-12-06T11,5
2006-12-06T13,3
2006-12-06T14,2
2006-12-06T17,3
2006-12-07T10,3
2006-12-07T12,3
2006-12-07T13,6
2006-12-07T17,3
2006-12-08T08,3
2006-12-08T09,3
2006-12-08T11,3
2006-12-08T12,3
2006-12-08T15,3
2006-12-09T07,6
2006-12-09T08,3
2006-12-09T12,4
2006-12-09T15,6
2006-12-09T17,6
2006-12-10T07,3
2006-12-10T08,3
2006-12-10T10,5
2006-12-10T11,4
2006-12-10T12,6
2006-12-10T14,3
2006-12-10T15,3
2006-12-10T16,3
2006-12-11T06,3
2006-12-11T07,3
2006-12-11T09,6
2006-12-11T10,3
2006-12-11T16,3
2006-12-12T09,3
2006-12-12T11,3
2006-12-12T12,3
2006-12-12T14,6
2006-12-12T16,3
2006-12-12T17,3
2006-12-13T07,3
2006-12-13T08,3
2006-12-13T09,5
2006-12-13T10,2
2006-12-13T14,6
2006-12-13T16,3
2006-12-14T06,6
2006-12-14T09,9
2006-12-14T11,3
2006-12-14T12,3
2006-12-14T14,3
2006-12-14T16,3
2006-12-15T06,3
2006-12-15T07,3
2006-12-15T08,6
2006-12-15T09,2
2006-12-15T10,7
2006-12-15T11,3
2006-12-15T15,6
2006-12-15T17,6
2006-12-16T07,9
2006-12-16T08,3
2006-12-16T09,9
2006-12-16T10,3
2006-12-16T15,3
2006-12-16T17,3
2006-12-17T07,3
2006-12-17T08,3
2006-12-17T11,3
2006-12-17T12,3
2006-12-17T13,3
2006-12-17T15,3
2006-12-17T16,6
2006-12-18T10,8
2006-12-18T11,9
2006-12-18T12,3
2006-12-18T13,3
2006-12-18T17,5
2006-12-19T06,3
2006-12-19T08,3
2006-12-19T10,3
2006-12-19T11,3
2006-12-19T12,3
2006-12-19T15,5
2006-12-19T16,4
2006-12-19T17,6
2006-12-20T06,3
2006-12-20T08,3
2006-12-20T12,3
2006-12-20T13,2
2006-12-20T15,3
2006-12-20T17,9
2006-12-21T06,3
2006-12-21T10,3
2006-12-21T11,8
2006-12-21T13,3
2006-12-21T14,6
2006-12-21T15,3
2006-12-21T16,3
2006-12-22T08,3
2006-12-22T09,5
2006-12-22T10,1
2006-12-22T11,5
2006-12-22T12,3
2006-12-22T13,3
2006-12-22T14,3
2006-12-22T16,3
2006-12-22T17,3
2006-12-23T06,6
2006-12-23T07,6
2006-12-23T10,3
2006-12-23T11,3
2006-12-23T12,3
2006-12-23T13,3
2006-12-23T14,3
2006-12-23T17,3
2006-12-24T07,6
2006-12-24T10,3
2006-12-24T13,6
2006-12-24T14,3
2006-12-25T07,3
2006-12-25T09,3
2006-12-25T13,3
2006-12-25T14,3
2006-12-25T15,3
2006-12-26T08,1
2006-12-26T09,5
2006-12-26T11,4
2006-12-26T12,3
2006-12-26T13,3
2006-12-26T14,6
2006-12-26T15,3
2006-12-26T17,3
2006-12-27T07,3
2006-12-27T10,3
2006-12-27T11,12
2006-12-27T12,3
2006-12-27T13,3
2006-12-27T14,3
2006-12-27T16,15
2006-12-28T06,4
2006-12-28T07,3
2006-12-28T11,6
2006-12-28T12,6
2006-12-28T14,3
2006-12-28T15,3
2006-12-28T16,9
2006-12-29T07,3
2006-12-29T08,6
2006-12-29T10,3
2006-12-29T15,3
2006-12-30T08,1
2006-12-30T10,2
2006-12-30T11,3
2006-12-30T14,9
2006-12-30T15,6
2006-12-30T16,3
2006-12-30T17,4
2006-12-31T08,3
2006-12-31T09,3
2006-12-31T10,3
2006-12-31T12,3
2006-12-31T13,3
2006-12-31T16,3
2006-12-31T17,3
2007-01-01T06,5
2007-01-01T09,3
2007-01-01T13,3
2007-01-01T14,6
2007-01-01T15,6
2007-01-02T06,3
2007-01-02T08,6
2007-01-02T12,3
2007-01-02T13,6
2007-01-02T14,3
2007-01-02T15,6
2007-01-02T17,6
2007-01-03T10,3
2007-01-03T13,3
2007-01-03T16,3
2007-01-03T17,2
2007-01-04T13,5
2007-01-04T14,3
2007-01-04T15,3
2007-01-05T06,3
2007-01-05T07,3
2007-01-05T08,6
2007-01-05T10,3
2007-01-05T11,3
2007-01-05T13,3
2007-01-05T14,3
2007-01-05T16,3
2007-01-06T08,2
2007-01-06T12,9
2007-01-06T14,12
2007-01-06T16,3
2007-01-07T06,6
2007-01-07T09,15
2007-01-07T10,6
2007-01-07T12,1
2007-01-07T13,2
2007-01-07T14,6
2007-01-07T17,6
2007-01-08T06,3
2007-01-08T09,3
2007-01-08T13,1
2007-01-08T14,5
2007-01-09T07,2
2007-01-09T08,3
2007-01-09T09,5
2007-01-09T11,3
2007-01-09T13,3
2007-01-09T15,3
2007-01-09T16,3
2007-01-09T17,9
2007-01-10T06,3
2007-01-10T10,3
2007-01-10T12,6
2007-01-10T14,9
2007-01-10T15,3
2007-01-10T16,3
2007-01-11T06,6
2007-01-11T09,10
2007-01-11T13,3
2007-01-11T14,3
2007-01-11T15,3
2007-01-12T06,3
2007-01-12T08,3
2007-01-12T12,3
2007-01-12T15,3
2007-01-12T16,6
2007-01-12T17,3
2007-01-13T08,6
2007-01-13T09,3
2007-01-13T10,6
2007-01-13T12,1
2007-01-13T13,6
2007-01-13T14,9
2007-01-13T15,3
2007-01-13T17,6
2007-01-14T06,3
2007-01-14T07,3
2007-01-14T08,3
2007-01-14T12,3
2007-01-14T13,9
2007-01-14T14,6
2007-01-14T15,10
2007-01-14T16,7
2007-01-15T06,3
2007-01-15T08,4
2007-01-15T09,3
2007-01-15T10,3
2007-01-15T11,5
2007-01-15T16,3
2007-01-16T06,3
2007-01-16T08,6
2007-01-16T12,3
2007-01-16T13,5
2007-01-16T15,3
2007-01-16T16,2
2007-01-16T17,1
2007-01-17T06,2
2007-01-17T07,3
2007-01-17T15,3
2007-01-17T17,7
2007-01-18T08,9
2007-01-18T09,3
2007-01-18T11,6
2007-01-18T12,3
2007-01-18T13,6
2007-01-18T15,3
2007-01-18T17,3
2007-01-19T07,4
2007-01-19T08,3
2007-01-19T10,7
2007-01-19T11,3
2007-01-19T12,3
2007-01-19T14,6
2007-01-19T15,2
2007-01-20T08,3
2007-01-20T09,6
2007-01-20T11,3
2007-01-20T16,3
2007-01-20T17,3
2007-01-21T06,3
2007-01-21T07,6
2007-01-21T08,3
2007-01-21T10,6
2007-01-21T11,6
2007-01-21T12,5
2007-01-21T13,4
2007-01-21T14,9
2007-01-21T16,27
2007-01-22T10,6
2007-01-22T11,6
2007-01-22T15,3
2007-01-22T16,3
2007-01-22T17,6
2007-01-23T06,3
2007-01-23T08,3
2007-01-23T09,3
2007-01-23T10,3
2007-01-23T14,6
2007-01-23T16,3
2007-01-24T06,3
2007-01-24T07,1
2007-01-24T09,3
2007-01-24T10,3
2007-01-24T13,6
2007-01-24T15,3
2007-01-24T17,6
2007-01-25T06,9
2007-01-25T09,6
2007-01-25T10,3
2007-01-25T11,3
2007-01-25T12,6
2007-01-25T14,4
2007-01-25T15,5
2007-01-25T16,3
2007-01-26T06,4
2007-01-26T07,9
2007-01-26T08,3
2007-01-26T09,1
2007-01-26T10,3
2007-01-26T12,3
2007-01-26T15,3
2007-01-26T17,5
2007-01-27T06,3
2007-01-27T09,2
2007-01-27T10,3
2007-01-27T11,1
2007-01-27T12,3
2007-01-27T13,3
2007-01-27T14,3
2007-01-27T15,6
2007-01-27T16,6
2007-01-27T17,9
2007-01-28T06,3
2007-01-28T07,9
2007-01-28T09,3
2007-01-28T12,3
2007-01-28T14,6
2007-01-28T17,3
2007-01-29T09,3
2007-01-29T10,3
2007-01-29T11,3
2007-01-29T12,3
2007-01-29T13,3
2007-01-29T17,6
2007-01-30T06,3
2007-01-30T07,3
2007-01-30T09,6
2007-01-30T10,3
2007-01-30T15,3
2007-01-30T17,6
2007-01-31T06,1
2007-01-31T07,2
2007-01-31T08,3
2007-01-31T11,3
2007-01-31T12,3
2007-01-31T13,4
2007-01-31T15,3
2007-01-31T17,3
2007-02-01T07,3
2007-02-01T08,6
2007-02-01T09,6
2007-02-01T10,1
2007-02-01T11,3
2007-02-01T12,9
2007-02-01T14,3
2007-02-01T17,3
2007-02-02T06,3
2007-02-02T07,3
2007-02-02T09,5
2007-02-02T10,3
2007-02-02T11,6
2007-02-02T12,3
2007-02-02T13,3
2007-02-02T14,24
2007-02-02T15,3
2007-02-02T17,3
2007-02-03T06,3
2007-02-03T11,3
2007-02-03T12,6
2007-02-03T14,3
2007-02-03T15,3
2007-02-03T16,6
2007-02-03T17,6
2007-02-04T09,33
2007-02-04T12,6
2007-02-04T14,3
2007-02-04T15,3
2007-02-04T17,3
2007-02-05T06,6
2007-02-05T07,3
2007-02-05T08,3
2007-02-05T10,3
2007-02-05T11,3
2007-02-05T13,3
2007-02-05T14,3
2007-02-05T16,3
2007-02-05T17,3
2007-02-06T06,9
2007-02-06T07,3
2007-02-06T08,3
2007-02-06T09,4
2007-02-06T10,6
2007-02-06T11,6
2007-02-06T13,3
2007-02-06T14,3
2007-02-06T15,3
2007-02-07T06,3
2007-02-07T08,3
2007-02-07T10,6
2007-02-07T11,3
2007-02-07T12,6
2007-02-07T16,3
2007-02-07T17,6
2007-02-08T06,3
2007-02-08T07,5
2007-02-08T08,3
2007-02-08T10,7
2007-02-08T11,4
2007-02-08T12,6
2007-02-08T14,6
2007-02-08T15,3
2007-02-08T17,3
2007-02-09T07,3
2007-02-09T08,3
2007-02-09T13,6
2007-02-09T14,3
2007-02-09T15,3
2007-02-09T16,3
2007-02-09T17,3
2007-02-10T07,6
2007-02-10T09,3
2007-02-10T10,9
2007-02-10T11,6
2007-02-10T13,3
2007-02-10T14,3
2007-02-10T15,9
2007-02-10T16,3
2007-02-10T17,3
2007-02-11T06,6
2007-02-11T07,2
2007-02-11T09,1
2007-02-11T10,12
2007-02-11T11,6
2007-02-11T13,3
2007-02-11T14,3
2007-02-11T15,3
2007-02-11T17,6
2007-02-12T06,3
2007-02-12T08,3
2007-02-12T09,2
2007-02-12T12,3
2007-02-12T13,3
2007-02-12T14,3
2007-02-12T16,3
2007-02-13T06,6
2007-02-13T08,3
2007-02-13T09,3
2007-02-13T10,6
2007-02-13T13,3
2007-02-13T14,6
2007-02-13T16,3
2007-02-13T17,9
2007-02-14T06,2
2007-02-14T07,1
2007-02-14T14,3
2007-02-14T16,5
2007-02-14T17,3
2007-02-15T07,3
2007-02-15T09,5
2007-02-15T10,3
2007-02-15T11,3
2007-02-15T12,3
2007-02-15T13,6
2007-02-15T14,3
2007-02-15T15,2
2007-02-15T16,3
2007-02-16T06,5
2007-02-16T07,3
2007-02-16T08,5
2007-02-16T09,6
2007-02-16T11,3
2007-02-16T12,9
2007-02-16T13,3
2007-02-16T14,3
2007-02-16T17,1
2007-02-17T06,36
2007-02-17T07,3
2007-02-17T08,1
2007-02-17T10,6
2007-02-17T11,6
2007-02-17T15,3
2007-02-18T07,3
2007-02-18T08,3
2007-02-18T10,3
2007-02-18T11,3
2007-02-18T12,15
2007-02-18T15,3
2007-02-18T17,3
2007-02-19T07,6
2007-02-19T09,3
2007-02-19T10,5
2007-02-19T11,3
2007-02-19T12,6
2007-02-19T13,3
2007-02-19T14,2
2007-02-19T17,3
2007-02-20T06,2
2007-02-20T09,6
2007-02-20T10,15
2007-02-20T12,3
2007-02-20T13,3
2007-02-20T14,3
2007-02-20T15,3
2007-02-20T16,3
2007-02-20T17,1
2007-02-21T06,3
2007-02-21T07,3
2007-02-21T10,3
2007-02-21T12,7
2007-02-21T14,3
2007-02-22T06,8
2007-02-22T08,6
2007-02-22T09,7
2007-02-22T10,3
2007-02-22T12,3
2007-02-22T14,3
2007-02-22T15,3
2007-02-22T16,6
2007-02-22T17,3
2007-02-23T08,6
2007-02-23T12,3
2007-02-23T13,3
2007-02-24T08,3
2007-02-24T09,1
2007-02-24T10,7
2007-02-24T12,3
2007-02-24T13,3
2007-02-24T15,5
2007-02-24T17,3
2007-02-25T06,3
2007-02-25T11,5
2007-02-25T12,6
2007-02-25T14,2
2007-02-25T17,1
2007-02-26T07,2
2007-02-26T08,5
2007-02-26T12,3
2007-02-26T13,6
2007-02-26T14,3
2007-02-26T15,3
2007-02-26T16,3
2007-02-27T08,3
2007-02-27T13,5
2007-02-27T14,6
2007-02-27T15,2
2007-02-27T17,3
2007-02-28T06,7
2007-02-28T07,9
2007-02-28T09,3
2007-02-28T10,3
2007-02-28T14,6
2007-02-28T17,5
2007-03-01T09,3
2007-03-01T12,3
2007-03-01T13,6
2007-03-01T14,5
2007-03-01T15,3
2007-03-01T16,6
2007-03-01T17,6
2007-03-02T06,6
2007-03-02T08,3
2007-03-02T09,3
2007-03-02T10,9
2007-03-02T11,6
2007-03-02T12,6
2007-03-02T13,2
2007-03-02T14,3
2007-03-02T15,1
2007-03-03T06,2
2007-03-03T07,3
2007-03-03T08,3
2007-03-03T10,5
2007-03-03T11,4
2007-03-03T12,3
2007-03-03T13,6
2007-03-03T14,3
2007-03-03T17,1
2007-03-04T07,6
2007-03-04T08,6
2007-03-04T10,3
2007-03-04T11,3
2007-03-04T12,4
2007-03-04T13,2
2007-03-04T14,6
2007-03-04T15,3
2007-03-04T17,9
2007-03-05T07,3
2007-03-05T08,3
2007-03-05T09,6
2007-03-05T10,5
2007-03-05T11,6
2007-03-05T12,6
2007-03-05T14,3
2007-03-05T16,3
2007-03-05T17,6
2007-03-06T06,2
2007-03-06T07,6
2007-03-06T10,4
2007-03-06T11,4
2007-03-06T15,2
2007-03-06T16,4
2007-03-07T08,6
2007-03-07T09,3
2007-03-07T10,3
2007-03-07T12,2
2007-03-07T13,3
2007-03-07T14,12
2007-03-07T15,4
2007-03-07T16,4
2007-03-07T17,5
2007-03-08T06,6
2007-03-08T08,3
2007-03-08T10,3
2007-03-08T14,3
2007-03-08T17,6
2007-03-09T06,3
2007-03-09T07,8
2007-03-09T08,3
2007-03-09T10,3
2007-03-09T11,6
2007-03-09T12,3
2007-03-09T14,3
2007-03-09T15,5
2007-03-09T16,6
2007-03-09T17,6
2007-03-10T06,3
2007-03-10T09,3
2007-03-10T10,3
2007-03-10T11,6
2007-03-10T12,3
2007-03-10T13,3
2007-03-10T14,6
2007-03-10T15,5
2007-03-10T16,4
2007-03-10T17,3
2007-03-11T06,4
2007-03-11T07,11
2007-03-11T11,6
2007-03-11T14,5
2007-03-11T15,4
2007-03-11T16,1
2007-03-12T05,5
2007-03-12T06,1
2007-03-12T07,3
2007-03-12T08,3
2007-03-12T09,3
2007-03-12T10,6
2007-03-12T11,3
2007-03-12T14,6
2007-03-12T15,3
2007-03-13T06,5
2007-03-13T07,3
2007-03-13T08,6
2007-03-13T09,3
2007-03-13T11,2
2007-03-13T13,6
2007-03-13T15,2
2007-03-13T16,3
2007-03-14T05,1
2007-03-14T06,1
2007-03-14T07,3
2007-03-14T08,6
2007-03-14T11,3
2007-03-14T13,9
2007-03-14T15,3
2007-03-15T05,9
2007-03-15T06,3
2007-03-15T07,8
2007-03-15T08,3
2007-03-15T09,3
2007-03-15T10,10
2007-03-15T11,2
2007-03-15T12,4
2007-03-15T13,5
2007-03-16T05,3
2007-03-16T06,1
2007-03-16T07,3
2007-03-16T09,3
2007-03-16T10,7
2007-03-16T11,3
2007-03-16T12,3
2007-03-17T06,3
2007-03-17T07,3
2007-03-17T08,3
2007-03-17T09,6
2007-03-17T10,3
2007-03-17T11,3
2007-03-17T15,5
2007-03-17T16,3
2007-03-18T08,3
2007-03-18T09,9
2007-03-18T11,3
2007-03-19T06,6
2007-03-19T07,3
2007-03-19T09,4
2007-03-19T10,2
2007-03-19T11,3
2007-03-19T12,3
2007-03-19T13,3
2007-03-19T14,3
2007-03-19T16,3
2007-03-20T05,1
2007-03-20T06,6
2007-03-20T07,3
2007-03-20T08,8
2007-03-20T09,3
2007-03-20T10,3
2007-03-20T11,6
2007-03-20T12,8
2007-03-20T13,3
2007-03-20T14,6
2007-03-20T15,6
2007-03-20T16,2
2007-03-21T08,6
2007-03-21T09,10
2007-03-21T10,6
2007-03-21T11,4
2007-03-21T12,1
2007-03-21T14,3
2007-03-21T16,4
2007-03-22T06,27
2007-03-22T07,3
2007-03-22T11,3
2007-03-22T12,6
2007-03-22T15,3
2007-03-22T16,3
2007-03-23T06,5
2007-03-23T07,6
2007-03-23T08,5
2007-03-23T09,3
2007-03-23T10,9
2007-03-23T12,3
2007-03-23T16,4
2007-03-24T06,3
2007-03-24T07,5
2007-03-24T10,3
2007-03-24T12,8
2007-03-24T13,4
2007-03-24T14,12
2007-03-24T15,3
2007-03-24T16,3
2007-03-25T07,1
2007-03-25T08,5
2007-03-25T09,3
2007-03-25T10,6
2007-03-25T11,12
2007-03-25T14,3
2007-03-25T16,2
2007-03-26T07,3
2007-03-26T11,3
2007-03-26T12,3
2007-03-26T13,4
2007-03-27T05,3
2007-03-27T06,3
2007-03-27T07,3
2007-03-27T08,3
2007-03-27T10,3
2007-03-27T11,3
2007-03-27T12,3
2007-03-27T13,3
2007-03-27T15,3
2007-03-28T05,3
2007-03-28T08,5
2007-03-28T09,4
2007-03-28T10,2
2007-03-28T12,3
2007-03-28T14,3
2007-03-28T15,3
2007-03-29T05,2
2007-03-29T06,1
2007-03-29T07,6
2007-03-29T09,4
2007-03-29T10,9
2007-03-29T12,9
2007-03-29T13,3
2007-03-29T15,6
2007-03-29T16,6
2007-03-30T06,3
2007-03-30T09,3
2007-03-30T10,3
2007-03-30T12,3
2007-03-30T14,3
2007-03-30T15,3
2007-03-30T16,6
2007-03-31T05,3
2007-03-31T06,3
2007-03-31T08,3
2007-03-31T13,6
2007-03-31T15,6
2007-03-31T16,3
2007-04-01T05,2
2007-04-01T06,3
2007-04-01T07,5
2007-04-01T09,7
2007-04-01T10,2
2007-04-01T11,4
2007-04-01T12,6
2007-04-01T13,8
2007-04-01T14,2
2007-04-01T16,1
2007-04-02T06,6
2007-04-02T07,5
2007-04-02T11,3
2007-04-02T12,3
2007-04-02T14,3
2007-04-02T15,3
2007-04-02T16,9
2007-04-03T05,3
2007-04-03T07,3
2007-04-03T09,3
2007-04-03T11,3
2007-04-03T13,3
2007-04-03T16,3
2007-04-04T05,6
2007-04-04T12,6
2007-04-04T13,3
2007-04-04T14,24
2007-04-04T15,3
2007-04-05T06,9
2007-04-05T08,6
2007-04-05T09,3
2007-04-05T14,3
2007-04-05T15,6
2007-04-05T16,6
2007-04-06T05,6
2007-04-06T07,5
2007-04-06T08,4
2007-04-06T09,2
2007-04-06T11,1
2007-04-06T12,3
2007-04-06T13,12
2007-04-06T14,6
2007-04-06T15,3
2007-04-07T05,3
2007-04-07T06,3
2007-04-07T08,3
2007-04-07T10,1
2007-04-07T15,6
2007-04-07T16,2
2007-04-08T05,5
2007-04-08T06,3
2007-04-08T07,3
2007-04-08T10,3
2007-04-08T11,3
2007-04-08T13,6
2007-04-08T14,3
2007-04-08T15,3
2007-04-08T16,1
2007-04-09T06,3
2007-04-09T07,3
2007-04-09T08,5
2007-04-09T09,1
2007-04-09T10,3
2007-04-09T11,3
2007-04-09T12,36
2007-04-09T13,6
2007-04-09T14,6
2007-04-09T15,3
2007-04-09T16,3
2007-04-10T05,3
2007-04-10T07,3
2007-04-10T11,6
2007-04-10T13,3
2007-04-10T14,2
2007-04-10T16,3
2007-04-11T05,1
2007-04-11T06,2
2007-04-11T07,3
2007-04-11T09,3
2007-04-11T10,4
2007-04-11T11,4
2007-04-11T13,3
2007-04-11T14,3
2007-04-11T16,4
2007-04-12T05,3
2007-04-12T07,3
2007-04-12T09,3
2007-04-12T10,3
2007-04-12T14,3
2007-04-13T06,3
2007-04-13T07,3
2007-04-13T08,3
2007-04-13T09,3
2007-04-13T11,2
2007-04-13T12,6
2007-04-13T14,3
2007-04-13T15,5
2007-04-13T16,2
2007-04-14T05,5
2007-04-14T07,6
2007-04-14T09,3
2007-04-14T11,3
2007-04-14T12,6
2007-04-14T14,9
2007-04-14T15,3
2007-04-14T16,1
2007-04-15T05,3
2007-04-15T07,9
2007-04-15T08,6
2007-04-15T09,6
2007-04-15T11,4
2007-04-15T12,8
2007-04-15T13,3
2007-04-15T14,3
2007-04-15T15,3
2007-04-15T16,9
2007-04-16T10,2
2007-04-16T11,2
2007-04-16T12,3
2007-04-16T13,6
2007-04-16T14,9
2007-04-16T16,1
2007-04-17T05,2
2007-04-17T08,6
2007-04-17T09,15
2007-04-17T10,6
2007-04-17T11,3
2007-04-17T13,6
2007-04-17T15,3
2007-04-17T16,1
2007-04-18T05,3
2007-04-18T07,16
2007-04-18T08,8
2007-04-18T09,3
2007-04-18T12,11
2007-04-18T14,3
2007-04-18T15,1
2007-04-18T16,3
2007-04-19T05,9
2007-04-19T06,6
2007-04-19T07,6
2007-04-19T08,12
2007-04-19T09,3
2007-04-19T10,12
2007-04-19T11,7
2007-04-19T12,8
2007-04-19T13,15
2007-04-19T14,17
2007-04-19T15,12
2007-04-19T16,9
2007-04-20T05,9
2007-04-20T06,2
2007-04-20T07,11
2007-04-20T09,3
2007-04-20T10,6
2007-04-20T11,5
2007-04-20T12,3
2007-04-20T13,6
2007-04-20T14,6
2007-04-20T15,3
2007-04-20T16,7
2007-04-21T05,8
2007-04-21T07,3
2007-04-21T08,1
2007-04-21T09,11
2007-04-21T10,5
2007-04-21T11,13
2007-04-21T12,9
2007-04-21T13,3
2007-04-21T14,3
2007-04-21T15,15
2007-04-21T16,16
2007-04-22T05,3
2007-04-22T07,9
2007-04-22T08,4
2007-04-22T09,6
2007-04-22T10,3
2007-04-22T11,5
2007-04-22T13,2
2007-04-22T14,15
2007-04-22T15,3
2007-04-22T16,1
2007-04-23T05,3
2007-04-23T06,6
2007-04-23T07,3
2007-04-23T08,3
2007-04-23T09,6
2007-04-23T12,6
2007-04-23T13,3
2007-04-23T14,6
2007-04-23T15,12
2007-04-23T16,6
2007-04-24T05,5
2007-04-24T06,6
2007-04-24T08,5
2007-04-24T09,6
2007-04-24T10,4
2007-04-24T11,9
2007-04-24T12,3
2007-04-24T13,1
2007-04-24T14,3
2007-04-24T16,1
2007-04-25T05,12
2007-04-25T06,6
2007-04-25T07,12
2007-04-25T08,3
2007-04-25T09,3
2007-04-25T10,12
2007-04-25T12,3
2007-04-25T14,9
2007-04-25T15,6
2007-04-25T16,3
2007-04-26T05,8
2007-04-26T08,3
2007-04-26T09,1
2007-04-26T11,6
2007-04-26T12,3
2007-04-26T13,2
2007-04-26T14,5
2007-04-26T15,6
2007-04-26T16,2
2007-04-27T05,3
2007-04-27T07,8
2007-04-27T08,12
2007-04-27T10,3
2007-04-27T13,3
2007-04-27T14,7
2007-04-27T15,12
2007-04-28T05,3
2007-04-28T06,2
2007-04-28T09,3
2007-04-28T10,5
2007-04-28T12,6
2007-04-28T13,9
2007-04-28T14,3
2007-04-28T15,6
2007-04-28T16,3
2007-04-29T06,6
2007-04-29T07,3
2007-04-29T10,7
2007-04-29T13,9
2007-04-29T14,3
2007-04-29T15,3
2007-04-29T16,3
2007-04-30T06,2
2007-04-30T08,3
2007-04-30T09,4
2007-04-30T10,10
2007-04-30T11,3
2007-04-30T12,9
2007-04-30T14,3
2007-04-30T15,4
2007-04-30T16,11
2007-05-01T09,3
2007-05-01T11,3
2007-05-01T12,6
2007-05-01T13,3
2007-05-01T14,3
2007-05-01T15,3
2007-05-02T05,6
2007-05-02T07,6
2007-05-02T08,6
2007-05-02T09,24
2007-05-02T10,3
2007-05-02T11,6
2007-05-02T12,3
2007-05-02T13,3
2007-05-03T05,3
2007-05-03T06,2
2007-05-03T08,3
2007-05-03T10,9
2007-05-03T12,3
2007-05-03T13,3
2007-05-03T14,9
2007-05-03T15,8
2007-05-03T16,5
2007-05-04T07,3
2007-05-04T09,8
2007-05-04T11,3
2007-05-04T12,1
2007-05-04T15,3
2007-05-05T05,3
2007-05-05T06,3
2007-05-05T07,3
2007-05-05T11,3
2007-05-05T12,3
2007-05-05T13,3
2007-05-06T05,9
2007-05-06T07,3
2007-05-06T09,4
2007-05-06T10,3
2007-05-06T12,6
2007-05-06T13,6
2007-05-06T14,3
